event_type,attack_type,event_date,month,day,year,admin1,location,fatalities,sole_perpatrator_classification,extremist_beliefs_classification,connection_to_organized_extremist_group_classification,issue_type,motive,source,source_scale,major_media,notes
VIOLENCE AGAINST CIVILIANS,SHOOTING,2023-11-27,11,27,2023,CALIFORNIA,LOS ANGELES - CENTRAL,1,YES,NO,NO,HOMELESSNESS,OTHER,USA TODAY,NATIONAL,YES,"ON 27 NOVEMBER 2023, AN ARMED INDIVIDUAL SHOT AND KILLED A 62-YEAR-OLD HOMELESS MAN NEAR 600 MATEO STREET IN LOS ANGELES - CENTRAL (CALIFORNIA) IN AN UNPROVOKED ATTACK. THE POLICE BELIEVE THAT THE PERPETRATOR WAS TARGETING UNHOUSED INDIVIDUALS. THE PERPETRATOR ALSO SHOT AND KILLED 2 OTHER UNHOUSED INDIVIDUALS IN THE SAME WEEK (CODED SEPARATELY). 1 FATALITY."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2023-11-29,11,29,2023,CALIFORNIA,LOS ANGELES - EASTSIDE,1,YES,NO,NO,HOMELESSNESS,OTHER,USA TODAY,NATIONAL,YES,"ON 29 NOVEMBER 2023, AN ARMED INDIVIDUAL SHOT AND KILLED A 52-YEAR-OLD HOMELESS MAN AVENUE 18 AND PASADENA AVENUE IN LOS ANGELES - EASTSIDE (CALIFORNIA) IN AN UNPROVOKED ATTACK. THE POLICE BELIEVE THAT THE PERPETRATOR WAS TARGETING UNHOUSED INDIVIDUALS. THE PERPETRATOR ALSO SHOT AND KILLED 2 OTHER UNHOUSED INDIVIDUALS IN THE SAME WEEK (CODED SEPARATELY). 1 FATALITY."
PROTESTS,VEHICLE,2021-08-30,8,30,2021,CALIFORNIA,SAN DIEGO,0,YES,NO,NO,HOMELESSNESS,OTHER,ABC10 (SAN DIEGO); CBS8 (SAN DIEGO); FOX5 SAN DIEGO; NBC 7 SAN DIEGO; SAN DIEGO UNION-TRIBUNE,SUBNATIONAL,NO,"ON 30 AUGUST 2021, ABOUT 20 HOMELESS PEOPLE AND ADVOCATES GATHERED OUTSIDE THE MAYOR'S HOME IN SAN DIEGO (CALIFORNIA) TO OPPOSE RECENT PUBLIC FORCES ACTIONS TOWARDS HOMELESS POPULATIONS. ONE MAN ARRIVED AT THE DEMONSTRATION, TRIED TO HIT THE PARTICIPANTS WITH HIS CAR, AND FIRED A GUN NEAR THE PROTESTERS. THERE WERE NO INJURIES. THE MAN WAS CHARGED WITH MULTIPLE OFFENSES INCLUDING A FELONY COUNT OF NEGLIGENT DISCHARGE OF A FIREARM."
RIOTS,ASSAULT,2024-02-07,2,7,2024,NEW YORK,NEW YORK - MANHATTAN,0,NO,YES,YES,IMMIGRATION,XENOPHOBIC,NEW YORK TIMES; USA TODAY; WASHINGTON POST,SUBNATIONAL-NATIONAL,YES,"ON 7 FEBRUARY 2024, MEMBERS OF THE GUARDIAN ANGELS THREW A MAN TO THE GROUND AND PUT HIM IN A HEADLOCK AFTER THE LEADER OF THE GROUP ALLEGED HE WAS AN ILLEGAL IMMIGRANT IN NEW YORK - MANHATTAN (NEW YORK) IN AN UNPROVOKED ATTACK. MEMBERS OF GUARDIAN ANGELS ALSO CLAIM THAT THE VICTIM WAS SHOPLIFTING BEFORE THE INCIDENT AND THAT MEMBERS PERFORMED A 'CITIZEN'S ARREST.' THE VICTIM WAS A NEW YORK NATIVE AND WAS NOT SHOPLIFTING. THE POLICE ISSUED THE VICTIM A TICKET FOR DISORDERLY CONDUCT."
RIOTS,VEHICLE,2024-06-17,6,17,2024,NEW YORK,HUNTINGTON,0,YES,YES,NO,IMMIGRATION,"ISLAMOPHOBIC, XENOPHOBIC",NEWS 12; NEWSDAY,SUBNATIONAL,NO,"ON 17 JUNE 2024, A MAN USED ANTI-MUSLIM RHETORIC AND RAMMED HIS CAR INTO ANOTHER VEHICLE HOLDING FOR MULIM MEN HEADING TO A MOSQUE IN HUNTINGTON (NEW YORK). WHEN THE PERPETRATOR STOPPED HIS VEHICLE AT A RED LIGHT, A CAR WITH FOUR MEN WEARING 'TRADITIONAL MUSLIM ATTIRE' STOPPED NEXT TO HIS CAR. THE MAN THEN CLAIMED THAT THE MEN 'DIDN'T BELONG' AND THAT ALL MUSLIMS 'SHOULD DIE' AND DROVE HIS VEHICLE INTO THE SIDE OF THE OTHER CAR, DAMAGING IT."
BATTLES,SHOOTING,2025-07-07,7,7,2025,TEXAS,MCALLEN,1,YES,NO,NO,IMMIGRATION,ANTI-GOVERNMENT,KRGV CHANNEL 5; LOCAL 23 (BROWNSVILLE); NEW YORK TIMES; USA TODAY; WASHINGTON POST,SUBNATIONAL-NATIONAL,YES,"ON 7 JULY 2025, A GUNMAN ARMED WITH A RIFLE OPENED FIRE AT BORDER PATROL AGENTS OUTSIDE THE RIO GRANDE VALLEY BORDER PATROL SECTOR ANNEX BUILDING IN MCALLEN (TEXAS), FIRING 30 TO 60 ROUNDS. THE GUNMAN WAS SHOT AND KILLED BY THE AGENTS. A MCALLEN POLICE OFFICER, A BORDER PATROL AGENT, AND A U.S. CUSTOMS AND BORDER PROTECTION EMPLOYEE WERE INJURED BY THE ATTACK AND TAKEN TO THE HOSPITAL WITH NON-LIFE THREATENING INJURIES. THE PERPETRATOR'S MOTIVE IS UNKNOWN. THE PERPETRATOR'S CAR HAD THE WORDS 'CORDIS DIE,' WRITTEN ON THE DRIVER'S DOOR, AN APPARENT REFERENCE TO A FICTIONAL POPULIST REVOLUTIONARY MOVEMENT IN THE VIDEO GAME CALL OF DUTY: BLACK OPS II. 1 FATALITY."
BATTLES,OTHER WEAPON,2024-09-01,9,1,2024,PENNSYLVANIA,PHILADELPHIA,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,CBS NEWS; METRO PHILADELPHIA; TWITTER; WCAU,NEW MEDIA-SUBNATIONAL,YES,"ON 1 SEPTEMBER 2024, A MAN WALKED INTO A PARK RANGER'S SECURITY BOOTH, LAID ON THE GROUND, AND THEN STABBED A PARK RANGER MULTIPLE TIMES IN THE HEAD AND FACE WHEN THE PARK RANGER TRIED TO GET HIM TO LEAVE THE BOOTH IN PHILADELPHIA (PENNSYLVANIA). THE MAN YELLED, 'GO BACK TO YOUR COUNTRY, YOU IMMIGRANT.' POLICE CHARGED THE MAN WITH ATTEMPTED MURDER, AGGRAVATED ASSAULT, ETHNIC INTIMIDATION, TERRORISTIC THREATS, AND RELATED OFFENSES. DURING THE ATTACK, THE PARK RANGER WAS ABLE TO HANDCUFF THE PERPETRATOR. THE PARK RANGER WAS HOSPITALIZED WITH NON-LIFETHREATENING INJURIES, INCLUDING SEVERAL STAB WOUNDS TO THE FACE AND HEAD."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2024-07-21,7,21,2024,NEW YORK,NEW YORK - BROOKLYN,1,YES,NO,NO,IMMIGRATION,"ANTI-LATINO, XENOPHOBIC",ABC NEWS; ABC7 (NEW YORK); BROOKLYN PAPER; CITY (NEW YORK); NBC NEWS; NEW YORK POST; PIX11,SUBNATIONAL-NATIONAL,YES,"ON 21 JULY 2024, A SEASONAL PARKS DEPARTMENT EMPLOYEE CAME TO THE LOCATION WHERE A 30-YEAR-OLD VENEZUELAN HOMELESS MAN WAS STAYING AND FATALLY SHOT HIM IN THE CHEST IN A CLINTON HILL PARK IN NEW YORK - BROOKLYN (NEW YORK). THE ATTACKER WAS IN VERBAL ALTERCATION WITH A GROUP OF MIGRANTS, INCLUDING THE VICTIM, IN THE SAME LOCATION THREE DAYS PRIOR WHILE THE PERPETRATOR TRIED TO CLEAR THE HOMELESS ENCAMPMENT IN THE PARK AS PART OF HIS WORK DUTIES. THE DA STATED THAT THE INCIDENT WAS PREMEDITATED, THAT THE PERPETRATOR WAS MOTIVATED BY HIS 'HATE FOR MIGRANTS', AND CHARGED THE PERPETRATOR WITH SECOND-DEGREE MURDER AS A HATE CRIME. 1 FATALITY."
VIOLENCE AGAINST CIVILIANS,VEHICLE,2025-04-04,4,4,2025,NEW YORK,NEW YORK - STATEN ISLAND,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,STATEN ISLAND ADVANCE,SUBNATIONAL,NO,"ON 4 APRIL 2025, A 30-YEAR-OLD MAN INTENTIONALLY DROVE HIS CAR INTO A YARD WHERE A BARBECUE WAS HELD, USED AN ETHNIC SLUR, AND SAID 'GO BACK TO YOUR COUNTRY' IN NEW YORK - STATEN ISLAND (NEW YORK). THE PERPETRATOR HIT AT LEAST ONE PERSON, CAUSING BLUNT FORCE TRAUMA TO THE BACK, SHOULDER, LEG, HAND, AND WRIST. THE VICTIM WAS TAKEN TO RICHMOND UNIVERSITY MEDICAL CENTER. THE PERPETRATOR WAS INDICTED FOR MULTIPLE HATE CRIMES."
RIOTS,ASSAULT,2020-10-04,10,4,2020,TENNESSEE,FRANKLIN,0,NO,NO,NO,IMMIGRATION,"ANTI-LATINO, XENOPHOBIC",CNN; NEWS 2 (NASHVILLE),SUBNATIONAL-NATIONAL,YES,"ON 4 OCTOBER 2020, A GROUP OF WHITE MEN ASSAULTED TWO HISPANIC MEN AT A BAR IN FRANKLIN (TENNESSEE) FOR SPEAKING SPANISH, TELLING THEM 'SPEAK FUCKING ENGLISH, YOU'RE IN AMERICA'. ONE OF THE MEN SUFFERED A CONCUSSION AND A BROKEN NOSE, WITH AN EYE SOCKET NEEDING SEVERAL SURGERIES TO REPAIR. ONE OF THE VICTIM IS A TRUMPET PLAYER FOR THE GRAMMY-WINNING US COUNTRY BAND THE MAVERICKS."
RIOTS,ASSAULT,2021-05-01,5,1,2021,NEW YORK,NEW YORK - QUEENS,0,NO,NO,NO,IMMIGRATION,"ANTI-ASIAN, XENOPHOBIC",NEW YORK POST,SUBNATIONAL,YES,"ON 1 MAY 2021, A GROUP OF TEENAGERS HURLED INSULTS AT AND BEAT AN ASIAN TEENAGE BOY IN NEW YORK - QUEENS (NEW YORK) DURING WHICH ONE OF THE ATTACKERS USED RACIAL SLURS, SAYING 'STUPID F----G CHINESE. GO BACK TO YOUR COUNTRY.' THE ASIAN TEENAGER WAS HOSPITALIZED BUT IS IN STABLE CONDITION. NO ARRESTS HAVE BEEN MADE AND NYPD'S HATE CRIMES TASK FORCE IS INVESTIGATING THE INCIDENT."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2022-09-27,9,27,2022,TEXAS,SIERRA BLANCA,1,NO,NO,NO,IMMIGRATION,XENOPHOBIC,BORDER REPORT; NEW YORK TIMES; TEXAS TRIBUNE,SUBNATIONAL-NATIONAL,YES,"ON 27 SEPTEMBER 2022, TWO MEN SHOT AT A GROUP OF AROUND 13 MIGRANTS AROUND 4 MILES SOUTH OF SIERRA BLANCA (TEXAS), KILLING A MAN AND INJURING A WOMAN. ACCORDING TO THE MIGRANTS, THE MEN DROVE UP TO THE GROUP, WHICH WAS HIDING IN THE BRUSH, CALLED OUT TO THE GROUP IN SPANISH, REVVED THE ENGINE OF THEIR TRUCK, AND THEN FIRED TWO ROUNDS AT THE GROUP AFTER THE MIGRANTS LEFT THE BRUSH BEFORE DRIVING AWAY. ONE OF THE TWO MEN WAS THE WARDEN AT THE WEST TEXAS DETENTION CENTER (WTDC), WHICH HAS BEEN THE SUBJECT OF SEVERAL ALLEGATIONS OF VIOLENCE AGAINST IMMIGRANTS. THE TWO MEN CLAIMED THAT THEY BELIEVED THEY WERE SHOOTING AT A JAVELINA, NOT A GROUP OF MIGRANTS, AND WERE CHARGED WITH MANSLAUGHTER."
VIOLENCE AGAINST CIVILIANS,VEHICLE,2023-09-10,9,10,2023,NEW YORK,NEW YORK - BROOKLYN,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,GOTHAMIST,SUBNATIONAL,NO,"ON 10 SEPTEMBER 2023, A RESTAURANT OWNER HIT TWO MEN WITH HIS CAR ON HALL STREET IN CLINTON HILL IN NEW YORK - BROOKLYN (NEW YORK) IN AN UNPROVOKED ATTACK. THE VICTIMS HAD NO CONNECTION TO THE PERPETRATOR PRIOR TO THE ATTACK. BEFORE DRIVING HIS CAR INTO THE VICTIMS, THE PERPETRATOR, HOLDING A METAL PIPE, ACCUSED TWO MIGRANTS SITTING OUTSIDE A SHELTER OF STEALING HIS RESTAURANT'S ORDERS AND INSULTED MIGRANTS IN GENERAL. ONE VICTIM SUFFERED DAMAGE TO HIS FOOT TENDONS, WHILE THE OTHER SUSTAINED ABRASIONS TO HIS BACK AND ARM. THE PERPETRATOR WAS CHARGED WITH ATTEMPTED MURDER."
VIOLENCE AGAINST CIVILIANS,SHOOTING,2023-10-07,10,7,2023,ILLINOIS,CHICAGO - SOUTH SIDE,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,BLOCK CLUB CHICAGO,SUBNATIONAL,NO,"ON 7 OCTOBER 2023, A SOLE PERPETRATOR SHOT AT LATIN AMERICAN IMMIGRANTS LIVING IN TENTS OUTSIDE A POLICE STATION IN CHICAGO - SOUTH SIDE (ILLINOIS), INJURING TWO. THERE WERE NO FATALITIES."
RIOTS,OTHER WEAPON,2022-06-11,6,11,2022,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,IMMIGRATION,"ANTI-LATINO, XENOPHOBIC",CNN; GOTHAMIST; NETWORK CONTAGION RESEARCH INSTITUTE,LOCAL PARTNER-NATIONAL,YES,"ON 11 JUNE 2022, A WOMAN PEPPER SPRAYED A GROUP OF FOUR ASIAN WOMEN IN NEW YORK - MANHATTAN (NEW YORK) - ACCORDING TO THE WOMEN, THE WOMAN YELLED 'GO BACK TO YOUR COUNTRY' AND USED PEPPER SPRAY BECAUSE SHE SAID THE WOMEN WERE STANDING TOO CLOSE TO HER. THE WOMAN WAS LATER ARRESTED AND CHARGED WITH 12 HATE CRIME CHARGES."
RIOTS,OTHER WEAPON,2022-08-18,8,18,2022,DISTRICT OF COLUMBIA,WASHINGTON DC - NORTHWEST,0,YES,NO,NO,IMMIGRATION,"ANTI-ASIAN, XENOPHOBIC",WUSA9,SUBNATIONAL,NO,"ON 18 AUGUST 2022, A MAN APPROACHED A GROUP OF ASIAN AMERICANS NEAR MCPHERSON SQUARE PARK IN WASHINGTON DC - NORTHWEST (DISTRICT OF COLUMBIA) AND ASKED TO SPEAK TO THEM. WHEN THEY IGNORED HIM, HE BECAME UPSET AND YELLED 'GO BACK TO YOUR COUNTRY' AS WELL AS AN ANTI-ASIAN SLUR. THE GROUP CONTINUED TO WALK AWAY FROM THE MAN WHO FOLLOWED THEM AND SHOWED THEM A LARGE KNIFE WHILE THREATENING TO STAB ONE OF THE GROUP MEMBERS IN THE MOUTH. THE VICTIMS GOT INTO THEIR VEHICLE AND STARTED TO DRIVE AWAY, BUT THE MAN APPROACHED THEM WHILE SITTING AT A RED LIGHT AND THREW A BRICK THROUGH THE DRIVER'S SIDE WINDOW. TWO OF THE VICTIMS WERE TREATED AT THE SCENE FOR NON-LIFE-THREATENING INJURIES. THE INCIDENT IS BEING INVESTIGATED AS AN ANTI-ASIAN HATE CRIME."
RIOTS,VEHICLE,2022-12-02,12,2,2022,MASSACHUSETTS,QUINCY,0,YES,NO,NO,IMMIGRATION,"ANTI-ASIAN, XENOPHOBIC",BOSTON.COM; PATRIOT LEDGER; TWITTER; WHDH CHANNEL 7,NEW MEDIA-SUBNATIONAL,NO,"ON 2 DECEMBER 2022, A MAN IN QUINCY (MASSACHUSETTS) TOLD AN ASIAN MAN TO 'GO BACK TO CHINA' SEVERAL TIMES, BEFORE HITTING THE MAN WITH HIS CAR, DRIVING HIM ON THE CAR'S HOOD FOR ABOUT 50 YARDS, THEN STRIKING THE MAN AGAIN AS HE STOOD UP AND PUSHING HIM INTO A DITCH. THE VICTIM SUFFERED A BROKEN SHOULDER, AN INJURED LEG, AND A CONCUSSION. POLICE SAID THE INTERACTION BETWEEN THE TWO BEGAN AFTER THE DRIVER 'EXCHANGED WORDS' WITH PEDESTRIANS ABOUT HOW FAST HE WAS DRIVING. POLICE ARE INVESTIGATING THE ATTACK AS A HATE CRIME."
RIOTS,OTHER WEAPON,2022-12-31,12,31,2022,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,IMMIGRATION,"ISLAMOPHOBIC, ANTI-GOVERNMENT",PIX11,SUBNATIONAL,NO,"ON 31 DECEMBER 2022, A 40-YEAR-OLD MAN APPROACHED TWO MUSLIM MEN WAITING FOR THEIR FOOD AT A HALAL CART, SCREAMED 'THIS IS MY COUNTRY. GO BACK TO YOUR COUNTRY,' AND SLASHED ONE OF THE MEN WITH A KNIFE ACROSS THE ABDOMEN IN NEW YORK - MANHATTAN (NEW YORK) IN AN UNPROVOKED ATTACK. THE PERPETRATOR ALSO CALLED THE MEN 'TERRORISTS' AND 'HALAL M************.' THE VICTIM NEEDED SURGERY. THE PERPETRATOR WAS CHARGED WITH A HATE CRIME."
RIOTS,ASSAULT,2023-01-17,1,17,2023,FLORIDA,MIAMI,0,YES,NO,NO,IMMIGRATION,"ANTI-LATINO, XENOPHOBIC",NBC6 (MIAMI),SUBNATIONAL,NO,"ON 17 JANUARY 2023, TWO PEOPLE (WHO APPEARED TO BE OF LATINX DESCENT) WORKING FOR A PUBLIC ADJUSTING COMPANY KNOCKED ON A DOOR IN MIAMI (FLORIDA) TO SOLICIT BUSINESS. THE HOMEOWNER OPENED THE DOOR AND STATED 'YOU ARE BREAKING THE SYSTEM, TAKE YOUR BUSINESS TO THE OTHER SIDE OF THE BORDER,' LEADING THE TWO PEOPLE TO WALK AWAY. AS THEY WALKED AWAY, THE HOMEOWNER AND HIS SON CAME TOWARDS THEM AND GRABBED ONE OF THE WORKERS. THE SON PUNCHED HIM IN THE HEAD AND BEGAN TO KICK HIM WHILE THE FATHER KEPT HIS CO-WORKER AWAY AND YELLED 'TAKE YOUR BUSINESS ACROSS THE BORDER.' THE FATHER THEN FOLLOWED THE TWO PEOPLE IN HIS VEHICLE BEFORE THE WORKERS GOT AWAY. BOTH THE FATHER AND SON WERE ARRESTED ON CHARGES OF BATTERY WITH PREJUDICE IN MARCH 2023."
RIOTS,OTHER WEAPON,2023-02-17,2,17,2023,NEW YORK,NEW YORK - QUEENS,0,NO,NO,NO,IMMIGRATION,"ANTI-LGBTQ, ANTI-LATINO",AUDACY; PIX11; SUNNYSIDE POST,SUBNATIONAL-NATIONAL,NO,"ON 17 FEBRUARY 2023, A GROUP OF MEN ENTERED 7 TRAIN, MADE ANTI-GAY AND ANTI-HISPANIC COMMENTS AT A 47-YEAR-OLD MAN, INCLUDING, 'GO BACK TO COLOMBIA,' THEN PUSHED HIM AND BEAT HIM IN TRANSIT TO THE 61ST STREET/ROOSEVELT AVENUE SUBWAY STATION IN NEW YORK - QUEENS (NEW YORK) IN AN UNPROVOKED ATTACK. IT WAS NOT IMMEDIATELY CLEAR IF THE VICTIM WAS HISPANIC OR GAY. PERPETRATORS ATTEMPTED TO STAB THE VICTIM BUT WERE UNSUCCESSFUL. THEY ALSO STOLE THE MAN'S PHONE. THE VICTIM WAS TAKEN TO THE HOSPITAL FOR TREATMENT OF CUTS. POLICE ARE INVESTIGATING THE INCIDENT AS A HATE CRIME."
RIOTS,ASSAULT,2023-10-18,10,18,2023,NEW YORK,NEW YORK - QUEENS,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,ABC7 (NEW YORK); NEW YORK DAILY NEWS,SUBNATIONAL,NO,"ON 18 OCTOBER 2023, A MAN APPROACH A 19-YEAR-OLD SIKH IMMIGRANT WEARING A TURBAN AND A MEDICAL MASK, SAID 'WE DON'T WEAR THAT IN THIS COUNTRY,' THEN TRIED TO PULL THE TURBAN OFF THE VICTIM'S HEAD AND REPEATEDLY PUNCHED HIM ON BOARD OF AN MTA BUS NEAR 118TH ST. AND LIBERTY AVE. IN SOUTH OZONE PARK IN NEW YORK - QUEENS (NEW YORK) IN AN UNPROVOKED ATTACK. THE VICTIM SUFFERED CUTS AND BRUISES TO HIS HEAD, FACE, AND BACK, AND WAS TREATED AT THE SCENE."
RIOTS,ASSAULT,2024-01-27,1,27,2024,NEW YORK,NEW YORK - MANHATTAN,0,NO,NO,NO,IMMIGRATION,ANTI-GOVERNMENT,ABC7 (NEW YORK); AM NEW YORK; CBS NEWS; SPECTRUM NEWS NY1; WASHINGTON POST,SUBNATIONAL-NATIONAL,YES,"ON 27 JANUARY 2024, AROUND A DOZEN RIOTERS, INCLUDING MIGRANTS, GATHERED OUTSIDE OF A MIGRANT SHELTER IN TIMES SQUARE AND PUNCHED AND KICKED A POLICE OFFICER AND A LIEUTENANT IN NEW YORK - MANHATTAN (NEW YORK). ACCORDING TO POLICE, THE PERPETRATORS WERE BLOCKING A SIDEWALK. WHEN ASKED TO MOVE BY THE POLICE, ONE OF THE PEOPLE REFUSED AND THE POLICE ATTEMPTED TO ARREST HIM. DURING THE ARREST, SEVERAL PEOPLE BEGAN KICKING AND PUNCHING THE POLICE OFFICERS WHO WERE PERFORMING THE ARREST. SEVEN OF THE PERPETRATORS WERE ARRESTED IN THE FOLLOWING DAYS FOR SECOND-DEGREE ASSAULT."
RIOTS,ASSAULT,2024-03-06,3,6,2024,NEW YORK,JAMESTOWN,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,7 ABC,SUBNATIONAL,NO,"ON 6 MARCH 2024, A PERPETRATOR APPROACHED A JUVENILE VICTIM, CALLED HIM AN 'IMMIGRANT', AND HIT HIM MULTIPLE TIMES IN THE AREA OF 9 N MAIN STREET IN JAMESTOWN (NEW YORK). THE PERPETRATOR FIRST PRETENDED TO BE AN OFFICER AND ORDERED THE VICTIM TO GET ON THE GROUND. THEN, THE PERPETRATOR TACKLED HIM AND ATTEMPTED TO FIGHT HIM. WHEN HE NOTICED THE VICTIM HAD CALLED POLICE, THE VICTIM SAID THE PERPETRATOR TOOK HIS PHONE AND THREW IT INTO THE RIVER. THE VICTIM SUFFERED AN UNSPECIFIED PHYSICAL INJURY. THE PERPETRATOR IS CHARGED WITH A HATE CRIME, ASSAULT, CRIMINAL MISCHIEF, CRIMINAL IMPERSONATION, AS WELL AS OTHER CHARGES."
RIOTS,ASSAULT,2024-08-05,8,5,2024,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,IMMIGRATION,"ISLAMOPHOBIC, XENOPHOBIC",NEW YORK DAILY NEWS; REUTERS; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"ON 5 AUGUST 2024, A MAN SPAT AND HURLED SEVERAL PUNCHES AT A 25-YEAR-OLD MAN SPEAKING URDU ON THE PHONE IN NEW YORK - MANHATTAN (NEW YORK). THE MAN YELLED 'F***ING MUSLIM,' 'TERRORIST,' AND 'GO BACK TO ASIA,' BEFORE BUSTING THE LIP ON THE VICTIM. THE VICTIM WAS TREATED FOR HIS INJURIES AT NYU LANGONE HEALTH. THE MAN HAS BEEN CHARGED WITH A FELONY HATE CRIME."
RIOTS,ASSAULT,2024-09-18,9,18,2024,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,IMMIGRATION,"ISLAMOPHOBIC, XENOPHOBIC",ABC7 (NEW YORK),SUBNATIONAL,NO,"ON 18 SEPTEMBER 2024, A MAN APPROACHED A SIKH UBER DRIVER, WHO WAS WEARING A TURBAN, PUNCHED HIM IN THE FACE, AND SAID 'GO BACK TO YOUR COUNTY!' ON 11TH AVENUE IN NEW YORK - MANHATTAN (NEW YORK)."
RIOTS,ASSAULT,2024-12-18,12,18,2024,COLORADO,GRAND JUNCTION,0,YES,NO,NO,IMMIGRATION,XENOPHOBIC,CNN; TWITTER,NEW MEDIA-NATIONAL,YES,"ON 18 DECEMBER 2024, A FORMER MARINE DRIVING A VEHICLE FOLLOWED A JOURNALIST OF PACIFIC ISLANDER HERITAGE DRIVING A NEWS VAN IN GRAND JUNCTION (COLORADO), DEMANDED TO KNOW IF THE JOURNALIST WAS A US CITIZEN, AND ATTACKED THE JOURNALIST WHEN HE PARKED AT HIS NEWS STATION, TACKLING AND STRANGLING HIM IN A HEADLOCK. THE FORMER MARINE YELLED, 'THIS IS TRUMP'S AMERICA NOW! I'M A MARINE, AND I TOOK AN OATH TO PROTECT THIS COUNTRY FROM PEOPLE LIKE YOU!' HE WAS ARRESTED ON SUSPICION OF BIAS-MOTIVATED CRIMES, SECOND-DEGREE ASSAULT, AND HARASSMENT."
RIOTS,ASSAULT,2025-04-06,4,6,2025,NEW YORK,NEW YORK - MANHATTAN,0,YES,NO,NO,IMMIGRATION,"ANTI-ASIAN, XENOPHOBIC",NEW YORK DAILY NEWS; PIX11,SUBNATIONAL,NO,"ON 6 APRIL 2025, A WOMAN ATTACKED A 42-YEAR-OLD FEMALE WORKER, PULLED HER BY THE HAIR, AND DRAGGED HER TO THE GROUND WHILE MAKING ANTI-ASIAN STATEMENTS, AND UTTERING ANTI-IMMIGRANT AND RACIAL SLURS AT EMPIRE CHINESE RESTAURANT IN EAST HARLEM IN NEW YORK - MANHATTAN (NEW YORK). A MALE WORKER INTERVENED, AND THE PERPETRATOR PUNCHED HIM IN THE FACE, CUTTING HIS LIP. THE INCIDENT IS BEING INVESTIGATED AS A HATE CRIME."
RIOTS,OTHER WEAPON,2025-06-12,6,12,2025,NEW YORK,NEW YORK - BROOKLYN,0,YES,NO,NO,IMMIGRATION,"ANTISEMITIC, XENOPHOBIC",ANTI-DEFAMATION LEAGUE; NEW YORK POST,SUBNATIONAL-NATIONAL,YES,"ON 12 JUNE 2025, AN ELDERLY MAN SLAMMED A JEWISH WOMAN'S HAND WITH HIS CANE IN NEW YORK - BROOKLYN (NEW YORK). THE WOMAN WAS WEARING TRADITIONAL JEWISH GARB AND THE MAN SHOUTED 'STUPID B-TCH. GO BACK TO YOUR COUNTRY.' THE INCIDENT IS BEING INVESTIGATED BY THE NYPD HATE CRIME TASK FORCE."
RIOTS,ASSAULT,2025-08-09,8,9,2025,NEW YORK,MAMARONECK,0,YES,NO,NO,IMMIGRATION,"XENOPHOBIC, ANTI-LATINO",CBS6 (ALBANY); JOURNAL NEWS; MID HUDSON NEWS,SUBNATIONAL,NO,"ON 9 AUGUST 2025, A BLACK MAN GRABBED A HISPANIC PERSON BY THE THROAT, CHOKED HIM AND TOLD HIM TO 'GO BACK TO HIS COUNTRY' AT A GAS STATION IN MAMARONECK (NEW YORK) IN AN UNPROVOKED INCIDENT. THE PERPETRATOR WAS CHARGED WITH ASSAULT IN THE THIRD DEGREE AS A HATE CRIME AND CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION."
PROTESTS,VEHICLE,2020-10-05,10,5,2020,ARIZONA,LUKEVILLE,0,NO,NO,NO,IMMIGRATION,OTHER,ARIZONA CENTRAL,SUBNATIONAL,NO,"ON 5 OCTOBER 2020, MEMBERS OF THE NATIVE AMERICAN COMMUNITY AND SUPPORTERS OF THE TOHONO O'ODHAM NATION GATHERED ON THE ROUTE 85 HIGHWAY AND BLOCKED TRAFFIC IN LUKEVILLE (ARIZONA) TO PROTEST THE BORDER WALL CONSTRUCTION. DRIVERS ON THE ROAD REPORTEDLY TRIED TO PUSH THROUGH THE DEMONSTRATION AND MULTIPLE VEHICLES CHARGED THE CROWD OF PROTESTERS, ATTEMPTING TO BYPASS THE TENTS SET UP IN THE MIDDLE OF THE ROAD. ON ONE OCCASION, THE DRIVER OF A TRUCK SPED UP AND STRUCK ONE OF THE CANOPY TENTS SET UP IN THE ROAD, FORCING PROTESTERS TO GET OUT OF THE WAY. SOME OF THE VEHICLES HIT SOME OF THE PROTESTERS BUT THERE WERE NO SERIOUS INJURIES."
